CustomerID,Age,Gender,City,State,No_of_orders_placed,Sign_up_date,Last_order_placed_date,is_premium_member,Women’s_Clothing,Men’s_Clothing,Kid’s_Clothing,Home_&_Living,Beauty,Electronics,Preferred_Theme
CusID_02361,35.0,Female,Delhi,New Delhi,9.0,2019-08-28,2021-03-08,0,6.580321110017416,0.7779892574101702,9.106958410464314,8.822803374122792,9.272100094635435,0.2123672127547985,Old_UI
CusID_05797,17.0,Female,Shinjuku,Tokyo,12.0,2018-11-04,2020-12-01,1,4.459816695845331,4.766971003657857,4.249368083398409,,3.0,0.5070184617358907,Old_UI
CusID_02359,35.0,Male,Taipei,Taiwan,6.0,2016-06-01,2021-08-19,1,2.0,6.520857861584867,4.891492704484223,1.5850965352627848,1.0,6.523704453186847,New_UI
CusID_04453,26.0,Not_Specified,?,Maharashtra,11.0,2018-10-29,2021-05-20,1,2.078020452034568,3.605968333967407,4.262350607403581,4.106030871898914,1.9409224076989149,3.5134920555186,New_UI
CusID_02495,46.0,Female,Los Angeles,California,12.0,2018-08-16,2021-03-16,1,6.143541923735097,1.1475244032152394,1.0,8.328437506042953,8.5022720103802,1.391682136747619,Old_UI
CusID_07385,48.0,Female,Vancouver,British Columbia,8.0,2016-10-23,2020-07-03,1,5.2374511578208365,0.6745763361859924,9.282227696073576,9.056408790959091,3.0,3.9148862165500873,Old_UI
CusID_09814,34.0,Female,Berlin,Berlin,4.0,2017-11-11,2021-07-05,0,8.63022292078334,0.0797821430110212,7.450745291991319,6.060861188865237,8.640481375341151,-55.0,Old_UI
CusID_09659,,Female,Vancouver,British Columbia,12.0,2016-02-21,2021-09-01,1,7.509766069070299,1.0,7.86628784713775,8.585236640029496,7.200971010002355,1.1775622744306302,Old_UI
CusID_06664,29.0,Female,Toronto,Ontario,5.0,2017-11-24,2020-04-03,0,8.198598456366366,1.2317585363803891,2.0671245975603627,6.8068005815055725,9.529202030647618,5.675253889808851,New_UI
CusID_01674,27.0,Female,Perth,Western Australia,7.0,2018-10-25,2021-03-15,0,0.0,2.48143885517472,5.275479580066347,7.828063667166737,9.558459761571322,4.509593576441449,New_UI
CusID_09437,24.0,Not_Specified,Perth,Western Australia,13.0,2016-06-09,2020-07-11,1,3.4394420719538648,1.79453287638778,5.23600482637816,1.1525809663071775,6.443379856113756,8.148362293092626,Old_UI
CusID_04331,30.0,Not_Specified,Delhi,New Delhi,13.0,2016-02-26,2020-03-16,1,3.538424529531842,0.3192973596685684,5.224874897116831,1.645630162963971,3.290139109304389,6.438848011956737,Old_UI
CusID_00454,22.0,Female,Mumbai,Maharashtra,3.0,2016-04-03,2021-06-17,0,8.710298501356274,2.0,2.1001572193424973,6.366018177428887,9.072460793664437,3.6302220364011255,New_UI
CusID_00878,30.0,Female,Kolkata,West Bengal,4.0,2017-05-01,2020-09-22,0,8.726811493797454,3.748397083757928,9.602440671502944,5.981166702847258,-8.516816663891168,1.5185480318555775,Old_UI
CusID_08159,20.0,Not_Specified,Chennai,Tamil Nadu,15.0,2017-02-28,2021-05-03,1,4.634064602487912,4.351254410560505,4.355840474284058,5.087255728047137,0.2612226292679753,5.821110543160112,Old_UI
CusID_05137,,Female,San Francisco,California,11.0,2018-05-08,2021-03-08,1,7.170301893357276,2.434834102989363,4.589261764914924,1.0,9.302995693847622,0.3364529984737465,Old_UI
CusID_07347,23.0,Female,Delhi,New Delhi,6.0,2018-04-11,2021-04-20,0,9.156299684265148,1.2711536238091896,6.67899549148971,7.207429784901474,5.0,2.0,New_UI
CusID_01850,28.0,Male,Kolkata,West Bengal,8.0,2019-12-08,2020-11-15,0,2.5151869343910684,9.377144169482127,2.0922335909468184,2.0,0.2491882159064062,9.461701212812144,New_UI
CusID_04010,31.0,Female,Berlin,Berlin,9.0,2017-02-16,2020-11-28,0,9.908415268407737,1.0477366380860058,7.0296118391184015,4.932002876312746,9.161381693335422,0.1727733244575029,New_UI
CusID_05697,,Male,Shinjuku,Tokyo,5.0,2017-10-30,2020-09-12,0,1.0,9.540847676309689,7.084751540225314,1.983155460410716,3.0,6.980468918133402,Old_UI
CusID_04040,35.0,Female,Florence,Tuscany,7.0,2017-07-09,2021-10-24,0,9.446022290698789,1.6652799086587682,9.458141099891549,3.297443213618897,9.051663196128477,-99.0,Old_UI
CusID_05302,32.0,Male,Mumbai,Maharashtra,4.0,2019-06-15,2020-07-23,0,1.94623128123378,2.0,5.73172164576776,1.3883176708026403,2.0,9.280014569955233,New_UI
CusID_04652,20.0,Male,Berlin,Berlin,10.0,2018-09-20,2020-06-10,0,0.8312355478521172,9.903662730840184,2.0884257341842107,2.9210547346664484,0.1036683436268848,7.481282501156128,New_UI
CusID_02245,41.0,Male,Paris,Ile-De-France,14.0,2016-01-18,2021-08-06,1,3.1837472483903966,7.057794817258602,5.8044788336795285,3.3573343047925013,2.593752589829868,8.038995562372047,Old_UI
CusID_07952,36.0,Female,Budapest,Central Hungary,9.0,2018-11-09,2020-10-08,0,9.07002519503358,0.8798852255744398,,7.886094559421807,8.63834992708378,3.1882330632356912,New_UI
CusID_08194,27.0,Male,London,England,3.0,2016-01-06,2020-07-22,0,2.0,1.0,4.0,1.823743885189424,0.8811222119367232,9.19360732660824,Old_UI
CusID_01297,27.0,Not_Specified,Sydney,New South Wales,11.0,2018-04-11,2020-11-16,1,4.355791407333216,3.3786088134003456,7.108373794194972,4.144670157504852,1.8410857486382928,4.333567617304559,Old_UI
CusID_00324,26.0,Male,Shinjuku,Tokyo,10.0,2018-05-02,2020-04-01,0,3.5051653793120803,0.0,1.0222542011206617,2.595494832152136,0.1152104021382551,7.681367721286527,New_UI
CusID_01105,46.0,Female,Kuala Lampur,Singapore,14.0,2019-10-20,2020-09-22,1,4.5951689976504415,2.1347497470970715,9.882798359684609,9.053519755701531,6.577522363062504,0.4108612744442061,Old_UI
CusID_02117,20.0,Not_Specified,Toronto,Ontario,11.0,2018-10-20,2021-02-14,1,2.5562215991140933,4.6520218422225526,5.173526220474233,,4.24200273324265,4.96886517051341,Old_UI
CusID_03445,49.0,Male,Paris,Ile-De-France,12.0,2016-03-03,2021-01-15,1,4.7909201680458775,7.489843229151325,6.609794758708508,1.0068231391178035,3.133819153573925,8.73287494579571,Old_UI
CusID_04326,25.0,Male,Perth,Western Australia,8.0,2016-04-13,2020-08-04,0,2.982334695758891,7.096529839552899,1.7562982436041303,4.582226277593971,2.290222246863684,8.413126947538679,New_UI
CusID_08321,31.0,Not_Specified,Budapest,Central Hungary,12.0,2018-09-15,2021-07-06,1,1.4161651902531915,2.08281499192139,5.850812008406188,1.322720409591324,3.3846453842820163,5.99337543420216,New_UI
CusID_08365,42.0,Male,Bercelona,Catalonia,6.0,2017-03-13,2021-08-22,1,4.974673248639786,8.109027783634199,5.983658200314817,3.643032564104355,1.6820960445914488,6.748997002464932,New_UI
CusID_03681,32.0,Male,Los Angeles,California,5.0,2017-05-15,2021-06-18,0,1.0,6.7761044438996025,5.016782307369746,3.859922310676432,1.0638321401052218,7.637264751230905,New_UI
CusID_08361,33.0,Male,Berlin,Berlin,8.0,2018-05-10,2020-01-14,0,1.7213665946494483,-1.0,4.37989276186249,3.2096389347085856,0.3842882163893077,5.952681026213408,Old_UI
CusID_06090,32.0,Female,Vancouver,British Columbia,3.0,2019-06-14,2021-10-03,0,9.788007734204818,1.0862519217274351,8.447326799109561,7.671114678672794,5.0,0.768544106788515,New_UI
CusID_00767,30.0,Female,Kuala Lampur,Singapore,14.0,2018-03-23,2021-11-04,1,7.788315753846438,2.325981008124373,9.809677653385776,2.0,9.352217714833712,1.1291366403161327,Old_UI
CusID_00412,29.0,Male,Berlin,Berlin,,2016-08-25,2021-04-15,0,0.4047777730913445,1.0,3.663388448818855,2.0,2.523493275427418,5.0,New_UI
CusID_00652,22.0,Male,Sydney,New South Wales,8.0,2019-05-23,2021-12-06,0,2.2223879343620268,4.0,2.258161003257838,0.3767921307997393,0.8871569224052462,9.157969305089344,New_UI
CusID_05785,46.0,Female,?,Tokyo,12.0,2017-07-14,2021-08-20,1,7.705685355665383,3.0,8.962775242933114,,9.898900874094856,5.678436060355756,Old_UI
CusID_08052,34.0,Female,Delhi,New Delhi,,2019-02-03,2021-01-07,0,8.342383096488959,1.0,6.881269005624618,7.2710338503784415,7.105125962412047,1.838534462190176,Old_UI
CusID_08939,23.0,Male,Vancouver,British Columbia,7.0,2017-12-31,2020-04-23,1,4.0,7.034026266476093,1.9663610730627124,3.3722693608008583,1.07785916699527,9.655577685393537,New_UI
CusID_08267,30.0,Male,Mumbai,Maharashtra,4.0,2018-04-04,2021-04-01,1,1.0825431966644556,8.195494181576406,5.6630794894203005,5.825943065620995,1.9402875724884463,9.084391090107466,New_UI
CusID_03440,34.0,Female,Bercelona,Catalonia,8.0,2018-09-19,2020-10-09,0,9.511755653681089,1.1828770351561442,7.869677930995772,8.516364538515392,9.036899226380704,3.942751750654448,Old_UI
CusID_04243,28.0,Not_Specified,Los Angeles,California,,2017-10-05,2020-04-15,1,4.920522537013565,3.320431735702081,3.021998194298882,3.0,5.666163356711848,4.096417225141324,New_UI
CusID_07334,31.0,Female,Kolkata,West Bengal,7.0,?,2021-10-23,0,7.229724167051697,4.992416456186805,9.24492678443501,7.543808145949596,8.005232116606278,1.6406240850188094,Old_UI
CusID_05150,37.0,Male,Chennai,Tamil Nadu,6.0,2019-06-02,2021-05-20,0,4.0,8.518914880320118,3.04693472679804,4.334706313455832,-7.643585352862894,5.625629558057921,New_UI
CusID_01827,33.0,Female,Shinjuku,Tokyo,9.0,2017-12-20,2020-03-19,0,5.948245180958764,2.6591035251386685,9.51701508806124,7.714632115324978,9.794565213201338,3.0,Old_UI
CusID_06056,36.0,Female,Paris,Ile-De-France,6.0,2019-05-18,2020-09-27,0,8.500424635919197,2.0,8.387940078431097,5.331554207383458,0.0,3.802297859243754,New_UI
CusID_02715,47.0,Female,Vienna,Vienna,9.0,2019-09-22,2020-01-28,0,8.09668952565088,2.6740943945890443,9.966793419764697,,7.852764839243162,4.0,Old_UI
CusID_02871,22.0,Male,Toronto,Ontario,5.0,2017-01-22,2020-01-31,0,1.0822369454101122,5.882151262277382,2.38807219164638,3.683463028121289,2.118454098815913,0.0,New_UI
CusID_03869,25.0,Not_Specified,Bercelona,Catalonia,12.0,2017-10-03,2020-08-10,1,3.098957020360645,2.5370140994514188,6.987127380832963,6.478972765182532,0.3363494291782096,7.210171133075249,Old_UI
CusID_06999,28.0,Female,Florence,Tuscany,6.0,2019-11-08,2021-02-24,0,6.956468151569487,1.3123890981752924,6.943466370389188,7.150958805073674,8.246510011936074,1.9013718763424423,New_UI
CusID_03654,31.0,Male,Sydney,New South Wales,3.0,2016-07-17,2020-06-26,0,3.1106531063885243,9.5496455043115,5.003861398316467,3.8140371017596095,0.0718936237380545,8.277548611844184,New_UI
CusID_05140,23.0,Male,Vienna,Vienna,6.0,2018-05-05,2020-01-13,0,2.3235720578821613,8.647500318478013,0.2609178372198791,4.949432536408034,0.4454319338302824,9.891231432329636,Old_UI
CusID_06264,23.0,Male,Perth,Western Australia,3.0,2019-11-03,2021-01-21,0,0.0082322582476104,9.115317879082015,3.434990732108945,5.691454959271449,2.348567802640152,7.929558938775902,New_UI
CusID_02346,25.0,Male,Munich,Bavaria,3.0,2019-07-12,2020-08-10,0,1.4236547008412372,8.834589007982842,1.7755989083259047,2.1528595528828944,2.703791638220761,9.171071640492576,New_UI
CusID_09503,25.0,Male,Delhi,New Delhi,13.0,2019-02-19,2021-02-13,1,2.532842005438764,7.386395688824979,1.0,0.2981290449264038,0.9023466504919088,8.176005067955446,Old_UI
CusID_00962,29.0,Male,Vienna,Vienna,5.0,2018-04-28,2021-05-03,0,2.7336859869391503,8.692907913873253,3.9228057029819534,2.0010116962034283,13.407039018807172,8.92794452253807,New_UI
CusID_07990,30.0,Male,Taipei,Taiwan,9.0,2016-10-20,2020-07-12,0,2.0,5.0,6.237563426313272,2.229589231045729,0.039024392866133,7.611033837064572,New_UI
CusID_08113,16.0,Female,Chennai,Tamil Nadu,4.0,2016-02-17,2020-05-14,1,5.853259202980487,0.6779130338959949,6.104129359319629,8.948542352482152,8.719772755534292,2.100569774973418,Old_UI
CusID_03772,29.0,Female,Berlin,Berlin,10.0,2018-10-18,2020-10-12,0,8.495899008200183,3.7935730248043233,1.0404827042075382,6.854871409500414,9.703012767315853,-55.0,New_UI
CusID_01320,31.0,Male,London,England,4.0,2016-09-03,2021-09-22,0,4.260499641216876,9.112461243313232,7.020472178473343,2.196273080091154,3.0,8.866738396324255,New_UI
CusID_06471,34.0,Male,Berlin,Berlin,3.0,2018-11-23,2020-11-26,0,1.0540986015170866,8.002445110641082,2.090935916160631,1.2867653152103309,1.3944212685623247,8.477466988510603,New_UI
CusID_08721,16.0,Female,Chennai,Tamil Nadu,3.0,2016-07-19,2021-09-14,0,8.193193806231235,0.7665857931208215,6.111073930461277,6.975702264892418,7.675796722503773,3.7318026936875768,New_UI
CusID_01435,45.0,Male,?,New York,3.0,2016-04-06,2021-02-27,1,2.0,6.247655082400462,6.434838195170808,0.0063639985832154,1.3478647940709525,6.810261759351397,Old_UI
CusID_00809,,Not_Specified,Toronto,Ontario,12.0,2018-05-05,2020-10-22,1,1.7537226882044772,3.2219423282959827,5.063263734809191,,2.0,4.144011193349568,Old_UI
CusID_05022,32.0,Male,Delhi,New Delhi,,2018-06-04,2020-06-22,0,0.9556248337460412,9.903850205866,5.182918414372562,2.216938590381609,0.930937405146684,3.0,New_UI
CusID_03238,33.0,Male,San Francisco,California,4.0,2019-06-28,2020-09-15,0,1.620230566746416,9.960284724240475,5.422650962336898,3.2932414153531897,2.0,9.185421337153164,New_UI
CusID_02014,34.0,Female,Kolkata,West Bengal,8.0,2017-02-17,2021-08-18,0,8.930081411031852,1.3859242742698898,8.588037192699668,6.449175655791144,6.5937348988267335,-22.0,Old_UI
CusID_09398,,Male,Sydney,New South Wales,7.0,2016-12-25,2020-04-11,0,4.289349756914237,8.838732130030033,3.0,,2.058160320879724,1.0,New_UI
CusID_05999,27.0,Male,Sydney,New South Wales,9.0,2016-01-19,2020-07-05,1,1.81272059321221,7.30664880480596,3.0,2.9221746957865946,1.0,1.0,Old_UI
CusID_09297,15.0,Male,Kuala Lampur,Singapore,6.0,2016-10-10,2021-02-26,0,1.0,8.70203764302511,2.0,2.715830522687752,3.0,7.905913310219543,New_UI
CusID_00983,25.0,Not_Specified,Kuala Lampur,Singapore,,2017-03-11,2021-12-03,1,1.499994250346449,3.9473209528001374,7.488751048880893,3.55705234661032,0.267584207923103,5.239838913884529,Old_UI
CusID_04514,36.0,Female,Taipei,Taiwan,9.0,2018-12-20,2021-10-18,0,7.798061528664148,3.1153635733545726,,8.201907887825406,9.678659324597168,1.8790966401631783,Old_UI
CusID_00800,23.0,Male,Kolkata,West Bengal,10.0,2018-03-26,2020-01-05,0,3.0,3.0,2.5908197822486936,3.795920938170796,1.7508216440367774,7.941465523288164,Old_UI
CusID_06677,30.0,Male,Shinjuku,Tokyo,13.0,2018-03-04,2020-09-20,1,2.844882654231421,9.289230336445318,6.2237251550247255,2.846809633735695,2.067982556609905,7.7277625588592675,Old_UI
CusID_05259,26.0,Male,Perth,Western Australia,5.0,2016-02-20,2021-09-04,0,3.7714950428192457,6.929918747318863,1.823778087483516,0.5541249443439202,2.149839523457663,8.824118420097319,New_UI
CusID_08714,20.0,Male,San Francisco,California,8.0,2019-09-21,2020-06-07,0,3.8508020173775184,5.0,2.0,6.545827851497341,2.0,-77.0,Old_UI
CusID_00690,31.0,Female,Chennai,Tamil Nadu,5.0,2017-05-03,2020-05-01,0,6.6727405650391605,0.6503602173155588,9.367487898139316,6.288276781011766,9.210288630831185,0.0957022462381661,New_UI
CusID_03678,23.0,Male,San Francisco,California,4.0,2016-08-17,2021-01-13,0,3.0394818638110603,8.650943940796807,4.252042500809647,2.847190156784998,0.0567289151344118,8.60597042612968,New_UI
CusID_00822,20.0,Female,Los Angeles,California,8.0,?,2021-08-04,0,9.350260636600073,0.7467842259316958,2.5907704688590085,,8.487127572311026,0.3858472927731213,New_UI
CusID_02574,28.0,Female,Florence,Tuscany,10.0,2018-11-20,2020-10-24,0,8.035563827628224,4.6065739761337126,4.565612896843113,9.251743996254104,3.0,0.5313345745197596,New_UI
CusID_04286,23.0,Female,Toronto,Ontario,9.0,2018-11-11,2020-08-12,0,8.130537827361207,5.1588503242209605,5.40394153170614,6.959335627515912,9.34090275355933,0.334223489213604,Old_UI
CusID_05993,15.0,Male,Sydney,New South Wales,12.0,2018-07-05,2021-09-15,1,3.025682008376973,9.84754745575602,0.1071501962805749,4.284326482110751,1.0,8.004433433271679,New_UI
CusID_09480,20.0,Male,Delhi,New Delhi,6.0,2019-03-28,2021-03-16,0,3.1801257536408896,5.0,0.0114489419206295,4.020516580316183,1.3703164739366978,8.730091666178634,Old_UI
CusID_03498,24.0,Female,London,England,6.0,2017-01-23,2021-04-04,0,7.953729850574662,1.1715862443127365,4.05573357895639,6.865481934473388,7.4600061582743775,2.3741920342292486,New_UI
CusID_03938,24.0,Female,Mumbai,Maharashtra,10.0,2018-08-05,2020-10-11,0,6.657337068569731,1.9228477469342653,5.749976648494654,7.122835614634753,9.76586126366292,2.0,New_UI
CusID_02199,16.0,Female,Chennai,Tamil Nadu,3.0,2017-09-01,2021-03-09,0,7.022685028210825,3.1020648037055665,7.489338056308178,9.92968617442192,7.0373744346622695,4.0,New_UI
CusID_06605,44.0,Male,Sydney,New South Wales,13.0,2018-04-12,2021-08-24,1,2.508615997558552,5.826726543397919,5.0447846654974695,,4.0,7.025320013597852,New_UI
CusID_03748,25.0,Male,Los Angeles,California,3.0,2019-01-17,2020-11-08,0,1.3181932917396648,8.829901218297962,4.0,1.4121261186302192,1.6893943851190885,4.0,New_UI
CusID_02218,20.0,Male,Mumbai,Maharashtra,3.0,2016-04-02,2021-12-06,0,2.9616130385200843,2.0,0.2726624639751033,3.9825956938969314,3.0,3.0,New_UI
CusID_03297,25.0,Female,London,England,10.0,2017-04-14,2020-02-06,0,4.823284270909896,2.9811405194641547,6.4497851884969135,4.679434251101704,8.995006425781146,2.0,Old_UI
CusID_09784,37.0,Male,Vienna,Vienna,7.0,2016-08-31,2020-06-18,0,2.568389828594912,9.359157030169504,4.200366618470265,2.3604374508434347,4.0,9.045747469875367,Old_UI
CusID_02669,26.0,Male,Perth,Western Australia,12.0,2017-12-12,2021-04-24,1,4.067574845561627,7.768035283532697,0.2896426190633129,2.680273093180968,0.2643613789807649,8.704006998929865,New_UI
CusID_09019,15.0,Not_Specified,Los Angeles,California,11.0,2019-05-01,2020-02-19,1,3.8979794612495207,3.737168673308076,7.118444436888344,1.6405336400855304,2.171932041137832,5.0579266059208665,New_UI
CusID_00356,29.0,Female,Shinjuku,Tokyo,4.0,2018-06-26,2021-04-21,0,8.997147315471633,0.8697551902469174,3.079819909495886,8.441778911302679,9.687976468022145,1.863302437770039,New_UI
CusID_06044,29.0,Male,San Francisco,California,10.0,2017-07-23,2020-07-09,0,1.619175790704669,8.920797429546981,3.2039491040182737,3.0,0.8908909083677925,4.0,New_UI
CusID_08024,,Male,Bercelona,Catalonia,,2019-02-04,2021-07-17,0,-44.0,8.688776993797632,5.482017558165683,4.158651235908664,3.0,8.979885881960813,Old_UI
CusID_02338,33.0,Male,London,England,10.0,2019-12-15,2020-05-29,0,3.0,8.928792019773185,4.953325416071519,0.9087917594637782,1.0739790777997398,8.702696469559172,New_UI
CusID_03622,28.0,Female,Kolkata,West Bengal,3.0,2018-10-08,2020-05-26,0,8.367530335791452,3.5539917826867184,8.094874728146866,5.817441066033687,6.340815935991107,-33.0,Old_UI
CusID_03525,,Male,Florence,Tuscany,4.0,2019-09-21,2020-08-07,0,1.7225269570889965,6.246081501101355,6.963592245112508,0.0714811142491067,1.0326648371046423,6.022987564655521,New_UI
CusID_08231,23.0,Not_Specified,Sydney,New South Wales,13.0,2018-10-12,2020-06-15,1,3.057643028534297,4.335874730254246,6.46817091013862,3.8007829585002666,4.6471501365627335,6.053452669958237,Old_UI
CusID_04517,31.0,Not_Specified,London,England,12.0,2017-03-16,2021-03-14,1,4.8683303418299415,1.6864777462614462,2.885239977016859,0.937177462870705,11.704375488365391,8.426616790909186,New_UI
CusID_04577,16.0,Male,Chennai,Tamil Nadu,14.0,2019-08-09,2021-02-24,1,4.211444210899247,4.6852303564864926,3.0,0.6240175655073403,0.3218546331164244,8.959436703116054,New_UI
CusID_07894,32.0,Female,Mumbai,Maharashtra,7.0,2017-10-26,2021-10-22,0,0.0,0.5662005687503779,7.066387141926072,6.463895845099929,7.2445127145777795,-33.0,Old_UI
CusID_04452,29.0,Male,Chennai,Tamil Nadu,6.0,2019-01-24,2021-11-04,0,5.847916242959663,9.012824595048048,,4.534416654057557,1.4290499968560653,7.097158337544759,New_UI
CusID_00936,23.0,Female,Delhi,New Delhi,,2018-09-27,2020-05-12,0,8.883157854138592,1.9621807762101864,7.0995441155729,9.111115685026723,0.0,0.3442201067035858,Old_UI
CusID_01371,17.0,Male,Berlin,Berlin,10.0,2017-02-19,2020-01-09,0,2.420325000772137,9.443585843228616,0.2718327815345177,2.8212508900608766,2.3585720832117008,8.138150076269646,Old_UI
CusID_06807,35.0,Male,London,England,6.0,2016-03-09,2021-06-26,0,3.0,2.0,4.719822962846132,0.1823986738001327,10.390439810821286,4.475353869946599,New_UI
CusID_01587,17.0,Male,Munich,Bavaria,4.0,2017-09-01,2021-02-23,0,1.0,8.066867531095752,4.0,5.863435637631255,0.7205954255214604,9.927947883150289,New_UI
CusID_05707,20.0,Female,Paris,Ile-De-France,12.0,2016-11-20,2020-08-14,1,5.183303588744843,0.7261769550078276,4.063317078404748,9.015031100023435,7.810062852733928,1.2692946766219242,Old_UI
CusID_05197,34.0,Not_Specified,Kuala Lampur,Singapore,13.0,2016-05-23,2020-06-02,1,2.6536201251690805,5.8502156295904975,6.673664745203421,0.7417224128530947,4.519868798011101,6.5571473860892135,Old_UI
CusID_02634,25.0,Male,Perth,Western Australia,8.0,2016-08-09,2021-05-21,0,3.1998687956324243,8.321838145148902,3.0,2.0,1.4350193123827282,8.557629071594597,New_UI
CusID_00212,33.0,Female,San Francisco,California,7.0,2016-08-18,2021-08-14,0,0.0,2.6284218212047428,6.266584111460063,6.562380551399715,8.289051268042549,3.827770993338644,Old_UI
CusID_09013,26.0,Not_Specified,Chennai,Tamil Nadu,11.0,2017-08-31,2021-03-18,1,2.856602084426002,4.91644675716376,4.327146258917654,2.717645969510344,3.00001672776003,3.2543896305039235,New_UI
CusID_00578,,Male,Kuala Lampur,Singapore,4.0,2019-08-20,2020-11-28,0,-44.0,7.207226279635284,1.563064713422032,3.8643737030777694,0.0654363352564185,8.797257011370917,New_UI
CusID_07090,25.0,Male,Bercelona,Catalonia,5.0,2016-03-01,2020-07-02,0,2.1165071101606183,1.0,1.867006542053059,3.0396135423385986,1.3257548268557038,9.633100752033632,New_UI
CusID_01501,31.0,Male,Berlin,Berlin,,2019-01-03,2020-09-29,1,1.0,8.347917238494967,4.661747221358279,1.7375941117898697,1.0,7.891084071394157,New_UI
CusID_05294,23.0,Male,?,Taiwan,3.0,2019-10-16,2021-07-05,0,3.744944699347984,7.928786987351326,2.0,2.2923116208097336,3.0,9.55356390871732,New_UI
CusID_08707,32.0,Not_Specified,Kuala Lampur,Singapore,13.0,2018-08-09,2020-07-20,1,4.3194319127469,2.624448866990372,4.327974047988317,0.7776995073935118,3.7234273488702834,5.421231677578998,New_UI
CusID_03695,,Female,Munich,Bavaria,14.0,2016-11-27,2020-12-26,1,6.865608440875063,2.3581604125278948,9.018452336457791,8.619738155724093,9.292394667828123,1.7213225168901376,Old_UI
CusID_04878,30.0,Male,Kolkata,West Bengal,,2019-07-26,2021-12-03,0,1.369092937476157,8.45582019784662,4.4147339881694565,0.1833823720376262,1.2999028392799028,8.479860796770199,New_UI
CusID_00282,25.0,Male,Florence,Tuscany,5.0,2017-05-01,2021-11-05,0,3.735777979027717,9.673339049133087,2.6035098908097565,3.082357809047032,0.8226687025666194,9.632006003587048,New_UI
CusID_03431,16.0,Not_Specified,Florence,Tuscany,15.0,2017-04-25,2020-08-06,1,6.1868628469487925,3.306811458605229,,3.739099287987013,4.6279969384323865,6.187383822071933,Old_UI
CusID_02757,29.0,Male,Sydney,New South Wales,7.0,2016-02-06,2021-08-09,0,1.6800484012130243,6.536809603130728,1.4695346529994446,5.163179267379121,1.1513858803361563,4.0,New_UI
CusID_04408,,Female,Kuala Lampur,Singapore,3.0,2019-05-01,2020-04-12,0,9.545528384753474,2.434665879941764,0.5167813482570711,6.995145782543262,9.842381335545912,0.1761413638018085,New_UI
CusID_02206,,Female,Chennai,Tamil Nadu,5.0,2017-04-04,2020-02-23,0,7.549167232732277,0.6253359255222821,3.6529282406491688,6.194262068932424,9.94133095425867,4.0,New_UI
CusID_03105,42.0,Male,?,Singapore,5.0,2018-03-26,2020-01-05,0,0.2464736260638438,8.535271642785295,7.962866444086317,3.872904619523122,1.2161165024116496,9.020162202574712,Old_UI
CusID_04167,28.0,Female,New York City,New York,3.0,2017-10-28,2021-09-24,0,5.084787538503448,4.156693175712238,9.407821659305716,5.962874815949885,7.083108476822686,1.2542089435940829,Old_UI
CusID_08306,32.0,Male,Kolkata,West Bengal,10.0,2019-08-02,2021-12-04,0,1.0485569918291018,1.0,4.9787547111200015,0.3169357972168372,1.4864846724126697,8.363081329220629,Old_UI
CusID_09838,22.0,Male,Budapest,Central Hungary,5.0,2019-10-26,2021-03-31,0,1.2339716974336967,8.509852479478786,2.629672160838032,1.0,1.6342618090485908,9.708503184333464,New_UI
CusID_03485,,Male,Toronto,Ontario,14.0,2018-11-14,2021-12-03,1,6.695711862391643,8.134945768293537,,5.924688567184062,0.984608363618386,6.828030532887551,Old_UI
CusID_02867,26.0,Not_Specified,Sydney,New South Wales,14.0,2017-06-07,2020-08-02,1,5.146404778942611,3.538176745155207,5.4933335134578645,,3.0,-22.0,Old_UI
CusID_06280,26.0,Male,Shinjuku,Tokyo,,2018-05-29,2021-03-30,0,2.0139869612852284,9.13607164319684,1.469132803801723,1.4826118341546393,0.3733983941262896,6.8584212622235965,New_UI
CusID_06722,26.0,Male,New York City,New York,5.0,2018-04-14,2020-11-16,0,0.5069523373147904,9.198627320751893,3.36555686987058,1.0,1.3587335732204775,-44.0,New_UI
CusID_03220,28.0,Male,Budapest,Central Hungary,7.0,2018-01-08,2021-02-08,0,2.2276680183927104,9.70275220718712,0.6240162911547367,2.657665550485944,10.45684108615813,8.667395390838635,New_UI
CusID_00367,18.0,Not_Specified,Florence,Tuscany,15.0,2019-10-27,2020-06-27,1,1.2577137832291347,5.2143316859420725,8.253145681809716,3.0350073285448667,3.5950513071231205,4.732588005620991,Old_UI
CusID_06962,35.0,Female,Kuala Lampur,Singapore,8.0,2017-01-26,2020-07-08,0,8.041620766200644,4.70474982928695,9.097001294642618,8.00199908715549,0.0,1.0,Old_UI
CusID_09757,33.0,Male,Sydney,New South Wales,,2019-09-29,2020-02-02,1,1.3127074006376709,7.177037696901982,1.3924797140778375,4.10163138924921,1.2630321261224209,9.158705212070448,New_UI
CusID_00319,23.0,Female,London,England,14.0,2018-12-15,2020-11-11,1,-22.0,2.8222682534621337,4.841911409475469,8.803593357179174,8.448922448868634,2.2468280532815967,Old_UI
CusID_03225,44.0,Male,Delhi,New Delhi,9.0,2019-05-23,2021-10-21,0,4.0,8.137316368419434,3.2556413772550505,2.661313966174271,1.6742084164052726,8.163754947275788,New_UI
CusID_01318,29.0,Female,Los Angeles,California,6.0,2017-09-20,2020-10-27,0,9.033163629945012,3.0,5.3347105945937,3.0270381085758946,9.300689593288071,3.0,New_UI
